Filename,var1,var2,var3,var4,Label,seg_Start,seg_End,t,t_ms,f0,F1,F2,F3,B1,B2,B3,H1u,H2u,H4u,H2Ku,H5Ku,A1u,A2u,A3u,H1H2u,H2H4u,H1A1u,H1A2u,H1A3u,H2KH5Ku,H1c,H2c,H4c,A1c,A2c,A3c,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,CPP,HNR05,HNR15,HNR25,HNR35
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,9,0.760000,79.057,508.615,1211.167,1524.670,152.680,259.107,172.150,42.226,41.986,31.592,8.874,-17.735,40.780,33.334,31.748,0.239,10.395,1.446,8.892,10.477,26.609,41.990,41.018,27.212,28.486,32.776,25.808,0.972,13.806,13.504,9.214,16.183,19.453,6.505,4.210,4.121,4.120
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,10,0.770000,78.385,529.138,1300.661,1615.841,148.756,221.002,170.543,40.396,41.911,29.717,18.052,-10.772,40.578,34.362,33.345,-1.516,12.194,-0.182,6.034,7.050,28.823,40.182,41.034,25.783,27.814,32.460,26.318,-0.852,15.251,12.368,7.722,13.864,14.758,11.399,8.940,8.397,8.390
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,11,0.780000,77.904,544.844,1342.918,1677.542,117.957,180.437,147.785,42.776,41.733,28.675,13.813,-20.040,39.627,35.158,31.238,1.043,13.058,3.149,7.618,11.538,33.853,42.573,40.898,24.926,24.645,31.318,22.886,1.674,15.972,17.928,11.254,19.687,17.099,11.389,8.284,7.881,7.875
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,12,0.790000,77.572,565.073,1407.600,1753.635,100.142,167.060,112.061,39.859,42.144,27.983,33.021,-15.000,40.693,35.586,33.011,-2.285,14.161,-0.834,4.273,6.848,48.021,39.670,41.370,24.527,24.025,30.878,21.787,-1.699,16.842,15.645,8.792,17.883,18.093,12.528,8.874,8.150,8.151
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,13,0.800000,77.468,570.987,1509.814,1819.790,162.065,326.606,184.135,42.164,42.307,27.111,30.420,-24.067,40.654,34.281,35.084,-0.143,15.196,1.510,7.883,7.081,54.487,41.989,41.591,23.962,28.205,35.796,27.212,0.398,17.629,13.784,6.193,14.777,17.846,14.382,11.430,8.611,8.515
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,14,0.810000,77.469,567.936,1622.636,1892.112,213.578,532.179,290.774,41.296,42.010,25.900,31.905,-11.543,38.534,31.695,31.751,-0.714,16.110,2.762,9.601,9.545,43.448,41.129,41.332,22.960,28.669,38.068,27.903,-0.203,18.372,12.461,3.061,13.226,12.080,15.475,12.795,8.708,8.577
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,15,0.820000,77.862,564.944,1264.327,1879.885,293.982,1810.467,238.955,40.567,41.789,26.633,20.463,-18.259,36.173,16.428,23.078,-1.222,15.156,4.394,24.138,17.489,38.721,40.423,41.204,24.168,29.627,27.823,26.904,-0.782,17.036,10.795,12.599,13.518,16.578,17.561,13.661,9.205,9.056
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,16,0.830000,78.345,582.014,1420.622,2588.459,343.933,1358.958,480.010,42.088,41.947,26.887,18.887,-15.460,34.295,16.261,13.869,0.140,15.061,7.793,25.826,28.218,34.346,41.951,41.394,24.598,28.296,27.263,28.553,0.557,16.796,13.655,14.688,13.398,18.405,16.641,13.941,12.074,11.909
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,17,0.840000,79.278,355.900,603.341,1997.695,2712.220,351.161,342.350,41.612,42.027,27.651,19.186,-10.302,31.409,34.172,19.186,-0.415,14.377,10.204,7.440,22.426,29.488,41.518,41.644,26.038,29.353,30.100,31.181,-0.126,15.607,12.166,11.418,10.337,11.605,15.453,13.895,13.140,12.873
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,18,0.850000,80.248,569.621,1531.332,2547.682,364.187,1677.142,664.619,42.478,42.129,28.552,17.835,-13.121,32.797,13.699,18.578,0.349,13.577,9.681,28.779,23.900,30.956,42.339,41.568,26.252,27.629,27.222,34.426,0.771,15.315,14.710,15.116,7.913,13.323,16.526,15.681,15.048,14.203
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,19,0.860000,81.313,558.896,1751.319,2291.659,348.150,2447.263,596.716,41.955,42.484,29.000,21.264,-5.547,33.483,21.250,15.908,-0.529,13.485,8.473,20.706,26.047,26.812,41.811,41.901,26.596,28.413,38.731,27.379,-0.090,15.305,13.398,3.080,14.432,19.152,16.138,13.382,12.776,12.258
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,20,0.870000,82.346,661.524,2136.325,3240.845,377.502,535.759,489.023,42.408,42.378,27.900,13.481,-10.341,34.060,13.328,15.014,0.030,14.478,8.348,29.080,27.394,23.822,42.288,41.893,25.892,27.665,19.050,23.821,0.394,16.002,14.623,23.237,18.466,16.184,18.207,17.420,16.530,15.707
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,21,0.880000,83.246,677.402,2096.008,2876.019,346.147,730.965,1058.480,42.518,42.296,30.285,19.714,-5.898,33.861,15.514,15.519,0.223,12.010,8.657,27.005,26.999,25.611,42.396,41.799,28.210,26.582,23.327,27.338,0.596,13.590,15.814,19.069,15.057,14.747,17.643,15.261,14.592,14.203
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,22,0.890000,84.097,689.535,2170.938,2742.249,291.450,707.739,1063.190,43.623,42.576,30.921,19.020,-5.874,34.619,15.644,18.985,1.047,11.655,9.004,27.980,24.639,24.894,43.496,42.059,28.730,25.855,23.303,27.614,1.437,13.329,17.641,20.193,15.882,12.463,18.642,15.786,15.107,14.846
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,23,0.900000,84.837,704.080,2215.977,2923.303,322.261,625.702,1264.452,43.769,43.039,30.788,18.238,-5.091,34.730,14.433,10.993,0.730,12.251,9.038,29.336,32.776,23.329,43.647,42.544,28.705,26.578,20.784,22.172,1.103,13.839,17.069,22.863,21.475,10.909,18.926,17.061,16.369,15.830
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,24,0.910000,85.323,417.138,736.855,2239.451,1232.786,645.055,599.701,44.314,43.390,31.442,14.467,-7.089,31.442,35.182,11.912,0.924,11.948,12.872,9.131,32.401,21.556,44.289,43.297,31.176,31.146,36.882,35.186,0.991,12.121,13.143,7.406,9.103,9.183,20.212,18.941,18.437,17.966
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,25,0.920000,85.482,708.723,1711.127,3219.781,426.761,1392.723,487.970,43.875,43.335,32.078,13.416,-6.389,34.707,13.398,13.094,0.540,11.257,9.169,30.478,30.781,19.805,43.764,42.884,30.225,28.621,22.941,25.856,0.879,12.659,15.143,20.823,17.908,12.697,18.818,17.600,17.352,17.044
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,26,0.930000,85.170,748.714,2078.596,3411.349,525.640,1243.127,386.773,43.378,41.838,28.027,7.583,-3.227,30.293,4.679,12.318,1.540,13.811,13.085,38.699,31.060,10.809,43.287,41.472,26.549,25.327,14.304,18.951,1.815,14.923,17.960,28.983,24.336,8.924,14.793,12.140,12.105,12.062
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,27,0.940000,84.490,150.896,1134.111,2380.233,410.765,805.432,297.767,42.183,42.619,26.581,5.056,-15.941,42.619,12.311,7.011,-0.436,16.038,-0.436,29.872,35.172,20.997,42.474,44.111,33.131,43.754,34.227,35.922,-1.638,10.980,-1.281,8.246,6.552,10.841,15.140,11.179,11.133,11.104
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,28,0.950000,83.640,209.525,1542.623,2381.616,139.984,1576.836,236.232,42.197,44.226,28.700,5.922,-17.017,44.226,-3.121,7.499,-2.030,15.526,-2.030,45.318,34.698,22.940,41.167,40.324,32.628,39.840,28.411,30.429,0.843,7.696,1.327,12.756,10.738,13.643,14.125,12.263,12.224,12.203
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,29,0.960000,82.712,211.284,1237.140,2434.643,134.386,944.905,166.996,41.460,44.036,27.116,0.349,-16.729,42.864,0.342,6.556,-2.576,16.920,-1.404,41.118,34.904,17.079,40.421,39.960,30.346,38.030,26.267,31.483,0.461,9.614,2.391,14.155,8.938,8.611,15.024,15.100,15.060,15.040
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,30,0.970000,81.241,217.140,1420.469,2439.537,143.335,1372.526,178.383,41.708,43.647,25.956,2.375,-20.514,41.325,-0.535,7.042,-1.939,17.691,0.383,42.243,34.666,22.889,40.794,40.053,28.337,36.823,28.684,29.062,0.741,11.716,3.971,12.109,11.731,13.247,17.377,17.124,17.026,16.983
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,31,0.980000,79.642,373.056,1572.738,2780.222,383.289,930.859,544.052,40.207,42.791,24.941,7.146,-7.098,28.087,6.549,1.750,-2.584,17.850,12.120,33.658,38.457,14.244,40.008,42.025,22.842,26.152,23.409,24.034,-2.017,19.183,13.856,16.599,15.974,13.164,16.885,15.756,15.621,15.578
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,32,0.990000,77.821,443.969,2039.852,3325.414,571.007,664.064,642.165,40.829,41.232,20.704,7.770,-14.020,29.564,6.309,11.410,-0.403,20.528,11.264,34.520,29.419,21.789,40.739,40.890,19.696,28.739,18.669,29.479,-0.151,21.193,12.000,22.069,11.260,14.393,13.302,12.084,11.973,11.917
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,33,1.000000,75.966,406.032,1748.886,2797.949,328.489,818.783,481.755,40.044,40.001,29.151,10.134,-11.284,30.389,15.830,14.033,0.044,10.850,9.656,24.215,26.012,21.418,39.841,39.190,26.227,26.964,31.800,32.077,0.651,12.963,12.878,8.041,7.764,13.816,8.798,7.924,7.884,7.829
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,34,1.010000,73.826,310.426,1646.416,2486.235,246.498,566.169,314.308,41.021,40.410,25.150,11.250,-9.780,33.396,13.752,15.704,0.612,15.259,7.625,27.270,25.317,21.030,40.695,39.113,21.624,29.981,31.096,32.712,1.582,17.489,10.714,9.599,7.983,15.715,11.677,9.377,9.109,8.919
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,35,1.020000,71.866,350.648,1899.393,2506.091,225.992,361.528,361.503,40.408,40.008,17.239,20.783,-8.816,27.781,20.608,21.522,0.400,22.769,12.627,19.801,18.886,29.598,40.125,38.853,12.846,22.898,33.533,33.334,1.271,26.007,17.226,6.592,6.791,9.557,17.762,15.784,14.845,14.357
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,36,1.030000,70.697,366.220,1928.285,2425.178,237.966,683.765,401.094,38.928,37.093,20.633,18.783,-8.499,27.591,18.744,19.713,1.835,16.460,11.337,20.184,19.215,27.282,38.678,36.077,16.657,22.769,36.361,30.522,2.601,19.420,15.909,2.317,8.156,18.053,13.446,11.588,10.471,10.059
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,37,1.040000,69.678,313.863,1855.702,2420.615,174.880,337.860,350.341,39.687,39.761,20.097,20.791,-8.239,26.550,20.376,17.676,-0.074,19.664,13.137,19.310,22.011,29.030,39.330,38.284,14.401,20.636,34.726,30.750,1.046,23.883,18.693,4.604,8.579,19.594,14.139,13.416,12.323,11.666
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,38,1.050000,68.989,318.362,1300.874,2405.837,525.594,1884.004,366.564,39.725,40.174,22.120,9.619,-7.943,26.197,7.078,14.132,-0.448,18.054,13.529,32.647,25.594,17.562,39.677,40.018,22.156,26.598,26.605,32.993,-0.341,17.862,13.079,13.072,6.684,15.516,17.125,16.232,15.070,14.655
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,39,1.060000,68.609,351.625,1929.580,2208.537,357.391,1058.954,539.475,39.470,36.412,20.433,15.202,-11.238,25.680,14.921,14.921,3.059,15.978,13.790,24.549,24.549,26.441,39.307,35.777,18.494,23.837,35.681,26.547,3.530,17.283,15.470,3.626,12.759,16.201,21.178,19.703,18.206,17.045
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,40,1.070000,68.628,295.865,1660.060,2075.512,468.800,2168.255,310.352,39.287,38.547,19.060,14.946,-9.537,28.509,11.237,14.780,0.740,19.488,10.778,28.050,24.508,24.484,39.221,38.336,19.138,28.813,35.928,27.512,0.885,19.198,10.408,3.292,11.709,15.308,19.529,18.337,16.738,16.183
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,41,1.080000,68.698,364.465,1903.215,3007.615,880.313,732.413,246.813,40.586,40.673,18.590,13.294,-3.930,25.902,13.269,1.654,-0.087,22.083,14.684,27.317,38.931,17.225,40.599,40.735,18.977,26.779,24.953,9.332,-0.136,21.758,13.820,15.646,31.267,13.067,18.138,17.163,15.373,14.769
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,42,1.090000,68.808,298.021,2108.073,2308.537,410.246,1060.059,591.850,39.346,37.657,21.388,15.501,-1.951,27.826,14.594,15.462,1.689,16.269,11.519,24.752,23.883,17.451,39.229,37.249,20.893,27.555,37.673,28.337,1.981,16.356,11.674,1.557,10.892,7.031,17.655,17.317,16.225,15.815
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,43,1.100000,69.001,277.622,1670.943,2194.626,365.880,1852.429,265.291,39.765,38.429,18.392,12.103,-8.471,29.687,5.778,12.081,1.336,20.037,10.078,33.987,27.683,20.574,39.616,37.913,17.971,29.287,31.955,26.036,1.703,19.943,10.329,7.661,13.581,13.758,19.011,18.350,17.169,16.549
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,44,1.110000,69.233,218.757,1403.886,2246.211,314.672,1577.950,237.375,40.767,40.845,21.210,7.020,-11.875,38.189,3.393,8.903,-0.078,19.635,2.578,37.374,31.864,18.895,40.591,40.358,22.655,38.160,30.487,28.843,0.232,17.703,2.431,10.104,11.748,14.162,16.974,16.600,15.818,15.400
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,45,1.120000,69.273,242.275,1733.970,2261.462,300.263,1741.987,179.107,39.067,39.195,20.255,12.565,-13.514,34.821,5.315,12.698,-0.129,18.940,4.246,33.751,26.369,26.079,38.840,38.435,20.353,34.166,34.251,25.696,0.405,18.082,4.674,4.589,13.144,12.385,17.106,16.976,16.540,16.389
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,46,1.130000,69.270,224.417,1597.544,2225.773,296.415,2500.640,179.517,39.697,38.161,19.995,12.222,-17.834,35.344,-0.181,11.821,1.536,18.166,4.352,39.878,27.876,30.056,39.481,37.502,21.057,35.030,30.464,27.629,1.979,16.446,4.450,9.017,11.852,17.454,15.919,15.566,15.204,15.085
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,47,1.140000,69.182,159.786,1467.634,2169.427,241.132,1827.520,182.828,40.370,40.036,19.606,7.345,-7.385,39.491,-2.429,6.965,0.334,20.429,0.879,42.799,33.405,14.730,40.134,39.857,25.060,39.691,31.113,28.433,0.277,14.797,0.443,9.021,11.701,12.295,13.485,13.288,13.072,13.024
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,48,1.150000,69.107,169.821,1371.079,2220.461,97.438,528.853,149.242,38.520,38.961,21.512,0.014,-20.494,35.860,1.011,-0.089,-0.441,17.449,2.660,37.509,38.609,20.508,37.330,34.149,25.709,30.310,27.508,22.997,3.180,8.440,7.020,9.821,14.332,10.742,15.216,15.094,14.985,14.960
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,49,1.160000,69.324,173.396,1424.044,2326.991,112.970,528.133,182.343,40.039,38.088,19.354,-1.421,-18.402,38.088,-1.118,1.643,1.951,18.734,1.951,41.158,38.397,16.982,38.981,34.028,23.200,33.481,25.140,26.381,4.953,10.829,5.501,13.841,12.601,11.937,15.540,15.472,15.362,15.354
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,50,1.170000,69.595,174.405,1605.766,2318.880,130.968,467.432,151.920,39.817,38.786,21.981,4.013,-16.930,38.786,-0.860,4.872,1.031,16.805,1.031,40.677,34.945,20.943,38.882,35.451,25.905,35.199,25.009,24.087,3.431,9.546,3.682,13.872,14.794,13.766,13.812,13.736,13.602,13.598
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,51,1.180000,70.107,102.896,1724.979,2339.927,275.655,344.459,120.850,38.202,38.870,21.240,9.283,-22.419,39.786,6.633,10.099,-0.668,17.630,-1.584,31.569,28.103,31.702,38.687,41.409,30.809,40.997,31.965,26.563,-2.721,10.600,-2.310,6.722,12.124,11.482,14.272,14.194,14.045,14.033
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,52,1.190000,70.565,160.962,1693.300,2305.917,41.171,385.143,186.650,40.035,37.269,13.886,-0.738,-24.606,37.269,-0.018,-0.100,2.766,23.383,2.766,40.053,40.135,23.869,38.278,27.542,19.965,25.222,27.034,21.222,10.736,7.577,13.057,11.244,17.056,12.877,13.059,13.015,12.877,12.862
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,53,1.200000,70.905,189.424,1573.486,2289.742,103.443,509.136,218.189,39.093,38.852,23.790,1.929,-18.162,38.852,-0.615,2.807,0.241,15.061,0.241,39.707,36.286,20.091,38.065,34.506,25.960,32.927,24.864,24.457,3.558,8.546,5.137,13.200,13.607,16.932,15.061,14.999,14.864,14.848
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,54,1.210000,71.224,153.932,1539.459,2334.548,159.080,468.183,112.105,40.363,39.764,18.540,4.155,-18.710,39.764,0.068,6.147,0.600,21.224,0.600,40.295,34.217,22.866,39.551,37.981,25.384,38.188,26.903,25.501,1.570,12.597,1.364,12.649,14.051,14.052,16.120,16.012,15.892,15.874
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,55,1.220000,71.517,158.954,1705.254,2338.912,69.505,576.866,138.154,39.900,37.046,17.262,2.146,-15.058,36.470,-2.449,2.006,2.853,19.785,3.430,42.349,37.894,17.204,38.249,29.833,23.951,28.855,28.006,21.302,8.416,5.882,9.394,10.243,16.947,12.650,17.731,17.623,17.480,17.456
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,56,1.230000,72.076,171.537,1599.586,2306.767,64.147,681.477,208.048,39.143,37.740,14.329,-0.912,-14.709,37.740,-5.130,-1.281,1.403,23.411,1.403,44.273,40.424,13.796,37.645,30.532,19.324,28.842,24.935,21.995,7.114,11.208,8.804,12.711,15.650,10.110,19.711,19.575,19.390,19.357
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,57,1.240000,72.842,169.981,1637.497,2331.425,42.636,639.357,118.670,39.484,36.862,18.703,0.585,-21.160,36.111,-8.742,1.826,2.622,18.160,3.374,48.226,37.659,21.745,37.808,27.639,24.189,23.890,21.322,20.162,10.169,3.450,13.918,16.486,17.646,12.842,16.728,16.692,16.625,16.611
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,58,1.250000,74.069,162.393,1472.659,2329.003,73.153,557.365,135.200,40.242,35.174,16.307,-2.451,-16.498,35.174,-3.094,-0.173,5.068,18.867,5.068,43.336,40.415,14.047,38.555,28.017,23.218,27.770,25.481,22.707,10.539,4.799,10.785,13.074,15.848,13.002,15.567,15.532,15.490,15.481
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,59,1.260000,75.506,162.503,1624.463,2334.336,101.268,443.844,130.943,40.851,34.925,14.793,2.270,-20.760,34.925,-0.333,5.268,5.927,20.132,5.927,41.184,35.583,23.031,39.374,29.953,22.067,30.028,26.770,24.617,9.421,7.886,9.346,12.604,14.758,13.490,16.529,16.530,16.487,16.482
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,60,1.270000,76.687,145.791,1592.356,2332.617,236.246,600.140,182.644,40.004,29.607,4.811,4.620,-21.775,29.680,-0.754,5.043,10.397,24.796,10.325,40.759,34.962,26.395,39.801,30.208,12.968,30.078,27.056,26.367,9.593,17.240,9.723,12.745,13.434,13.569,11.295,11.264,11.234,11.228
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,61,1.280000,77.808,104.355,1485.240,2264.853,211.748,554.161,178.420,40.452,21.184,3.561,-0.647,-21.235,40.424,-3.120,-1.454,19.268,17.624,0.027,43.572,41.906,20.588,40.775,24.580,16.272,41.377,27.546,24.703,16.195,8.308,-0.602,13.230,16.072,13.008,10.616,10.603,10.561,10.560
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,62,1.290000,78.945,105.368,1619.501,2250.794,114.897,289.234,241.425,37.512,14.201,3.481,-4.415,-22.292,37.512,-5.471,-7.104,23.310,10.721,0,42.982,44.616,17.877,36.054,17.380,19.303,36.276,24.093,22.194,18.675,-1.924,-0.222,11.961,13.860,11.256,9.874,12.774,12.754,12.753
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,63,1.300000,80.022,1032.825,2085.665,3430.446,414.097,164.211,732.163,35.520,22.759,-7.178,-4.751,-17.205,-12.589,-6.671,-13.753,12.761,29.937,48.109,42.191,49.273,12.454,35.459,22.516,-8.174,-23.497,-20.150,-7.087,12.944,30.690,58.957,55.610,42.546,11.865,14.584,-17.141,-17.154,-17.156
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,64,1.310000,80.168,1539.645,2366.540,3766.031,887.679,415.006,414.730,30.587,7.807,-7.207,-8.525,-19.338,-10.742,-6.434,-15.056,22.780,15.013,41.329,37.021,45.643,10.812,30.558,7.688,-7.685,-21.246,-19.764,-22.198,22.869,15.373,51.804,50.321,52.756,11.198,-21.016,-213.065,-213.064,-213.064
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,65,1.320000,80.286,1187.107,1965.478,2390.096,1337.518,1440.292,597.099,24.801,11.886,-10.981,-8.812,-21.540,-7.284,-9.265,-9.360,12.915,22.866,32.084,34.066,34.161,12.728,24.774,11.779,-11.404,-10.760,-8.782,-16.373,12.995,23.183,35.533,33.556,41.147,18.803,-212.817,-200.000,-200.000,-200.000
branning_01_LHH_001,branning,01,LHH,001,branning,0.790000,1.410000,1,0.800000,77.319,189.057,1121.809,1682.566,177.838,390.360,1108.717,39.293,40.717,28.533,-15.964,-23.302,40.717,4.605,-3.915,-1.423,12.184,-1.423,34.689,43.208,7.338,38.518,38.351,32.671,38.447,23.933,29.071,0.167,5.680,0.071,14.585,9.447,11.399,14.228,14.061,14.056,14.056
branning_01_LHH_001,branning,01,LHH,001,branning,0.790000,1.410000,2,0.810000,75.645,198.317,1042.123,2697.219,98.090,331.451,1021.752,36.455,39.783,28.112,-12.512,-21.678,37.499,6.358,-20.351,-3.327,11.671,-1.044,30.097,56.806,9.165,35.311,34.796,30.245,30.630,23.982,28.169,0.515,4.551,4.681,11.329,7.142,8.488,15.260,14.942,14.909,14.905
branning_01_LHH_001,branning,01,LHH,001,branning,0.790000,1.410000,3,0.820000,74.095,190.026,1308.872,2229.923,289.608,370.469,769.816,37.796,37.817,27.628,-5.931,-21.303,37.817,3.851,-6.794,-0.021,10.189,-0.021,33.944,44.590,15.371,37.583,37.456,31.248,37.907,21.826,26.415,0.127,6.208,-0.324,15.757,11.168,17.956,9.819,8.765,8.652,8.641
branning_01_LHH_001,branning,01,LHH,001,branning,0.790000,1.410000,4,0.830000,74.188,440.365,1270.188,2168.865,708.064,345.414,771.710,36.717,34.165,30.069,13.278,-10.480,29.504,23.662,8.176,2.551,4.096,7.212,13.055,28.541,23.758,36.656,33.938,29.401,28.863,25.717,26.266,2.718,4.537,7.794,10.939,10.390,10.864,5.822,4.741,4.677,4.670
branning_01_LHH_001,branning,01,LHH,001,branning,0.790000,1.410000,5,0.840000,77.755,394.509,1192.798,1784.693,324.522,333.065,1224.506,37.883,37.110,28.552,-1.525,-18.304,30.169,17.902,-2.403,0.773,8.558,7.714,19.981,40.286,16.779,37.642,36.149,25.175,26.319,23.432,18.948,1.493,10.973,11.323,14.210,18.694,16.434,1.204,0.591,0.543,0.539
